Rainfall (mm),River Level (m),Soil Moisture (%),Humidity (%),Temperature (°C),Wind Speed (km/h),Flood
3.9,3.96,56.3,55.3,23.6,16.4,0
47.6,5.71,44.7,65.7,28.3,20.9,0
73.2,1.88,47.3,45.8,26.0,17.5,0
15.1,0.0,39.4,99.8,23.8,13.5,0
13.7,4.83,65.7,57.7,30.9,13.7,0
145.0,1.17,66.5,83.0,24.5,17.3,0
75.3,3.08,43.2,78.3,20.5,14.3,0
121.7,3.3,42.1,76.1,25.7,9.5,0
90.5,4.19,88.2,72.3,20.7,11.5,1
62.0,2.16,59.6,50.8,16.5,19.7,0
157.8,3.2,63.1,73.6,35.2,18.8,0
57.2,2.01,77.5,63.8,22.1,9.5,0
44.7,0.0,43.9,37.4,31.1,20.6,0
90.6,1.88,78.9,74.6,18.3,17.9,0
96.2,3.06,11.2,62.7,32.7,15.0,0
68.5,1.0,85.2,39.3,26.5,20.9,0
31.6,2.64,36.7,99.8,24.9,12.1,0
90.3,2.91,60.7,92.1,25.8,21.5,0
31.1,4.51,63.6,71.3,22.0,4.4,0
50.9,1.11,40.0,70.7,23.5,12.9,0
23.1,2.87,69.9,67.6,21.7,14.5,0
24.4,0.86,68.1,31.9,30.1,12.7,0
43.7,0.0,49.3,72.8,27.9,12.1,0
63.4,1.79,31.2,70.4,24.6,19.3,0
153.9,1.68,79.0,71.8,25.6,21.6,0
28.9,3.02,56.7,55.4,26.5,14.1,0
52.3,4.24,74.5,62.6,24.4,14.0,0
45.5,2.66,3.3,69.1,20.3,22.7,0
65.2,1.53,62.9,62.7,25.0,15.0,0
38.8,1.27,39.9,64.9,29.5,14.0,0
76.3,4.25,48.5,70.4,18.8,8.9,0
21.8,3.53,67.2,70.1,27.0,15.2,0
48.9,1.18,12.3,68.4,24.4,20.4,0
62.7,0.45,36.2,71.1,21.6,16.1,0
100.1,1.17,57.7,49.5,30.8,16.1,0
77.3,3.98,16.5,57.2,15.9,19.1,0
48.1,1.08,56.4,47.6,20.6,18.2,0
24.5,3.19,26.3,54.7,21.3,6.8,0
166.5,5.04,86.2,63.7,35.2,14.3,1
27.4,1.31,61.4,50.3,36.5,27.7,0
16.5,1.93,64.7,95.6,21.5,16.6,0
29.9,2.45,30.0,89.8,24.0,18.7,0
13.4,0.09,50.5,45.3,25.0,8.8,0
62.2,1.43,42.9,65.5,21.5,7.8,0
47.9,2.77,59.7,90.3,27.8,12.8,0
40.6,1.04,64.6,54.8,30.1,9.2,0
44.4,5.71,47.7,75.7,27.2,5.8,0
31.4,1.76,52.3,88.2,20.3,9.7,0
7.1,2.23,44.9,70.9,21.6,12.5,0
90.7,1.64,85.8,81.7,23.8,14.2,0
33.9,2.14,27.6,45.3,29.7,1.1,0
14.0,1.42,22.5,56.9,23.3,17.0,0
9.4,0.0,56.1,64.2,24.8,21.8,0
113.6,1.96,37.7,62.9,17.8,22.7,0
36.9,5.21,29.6,80.7,30.7,7.1,0
36.2,4.94,57.7,69.9,22.2,6.6,0
67.4,0.92,28.5,66.2,17.3,20.0,0
31.6,0.11,52.6,35.3,33.5,20.3,0
13.1,0.0,45.5,62.4,29.4,18.3,0
29.0,1.04,48.2,47.0,24.3,2.8,0
57.3,1.67,32.3,53.9,23.5,14.1,0
28.9,3.1,31.8,58.2,24.1,8.2,0
23.6,1.88,43.6,74.6,24.6,12.6,0
18.8,3.82,82.4,64.8,30.9,15.9,0
63.2,3.39,19.1,87.6,18.2,9.6,0
56.1,3.02,59.0,76.5,28.5,11.0,0
69.1,2.32,26.7,59.4,19.7,17.9,0
40.8,3.98,53.2,43.5,29.6,21.6,0
33.6,3.45,50.2,62.1,17.0,24.2,0
24.6,0.31,54.9,80.5,19.0,19.4,0
37.1,3.29,84.5,52.1,22.7,19.7,0
10.1,1.64,68.2,57.8,26.4,17.8,0
59.2,3.88,48.6,54.2,27.6,14.0,0
34.5,3.49,79.6,67.1,23.6,12.0,0
98.1,5.08,30.9,57.0,23.0,17.2,0
45.8,0.0,26.9,56.7,30.7,24.8,0
6.9,2.96,84.4,63.2,18.8,13.5,0
53.8,1.52,52.9,64.7,34.4,16.8,0
169.4,5.7,64.9,72.4,30.5,18.4,0
63.0,0.0,29.2,64.4,20.7,10.1,0
81.8,3.16,38.0,85.2,24.8,14.4,0
105.2,3.34,81.3,62.1,26.8,16.6,0
22.8,0.0,10.8,37.7,14.5,22.8,0
42.1,3.28,55.3,59.7,33.3,15.0,0
23.8,0.0,75.3,56.1,33.1,17.6,0
75.2,1.41,14.6,72.5,25.1,10.7,0
24.0,3.11,50.4,71.1,34.7,11.1,0
40.5,1.03,4.6,69.7,25.5,19.5,0
79.7,2.61,46.4,75.9,23.5,22.2,0
74.6,2.49,55.8,73.9,22.6,16.7,0
53.1,3.3,54.7,81.5,23.0,12.4,0
106.0,0.9,71.1,74.4,19.6,11.4,0
79.4,3.89,53.4,66.2,22.3,19.1,0
29.1,0.0,54.1,81.6,22.5,15.8,0
13.6,4.78,58.4,72.0,27.5,4.8,0
21.8,2.11,43.1,73.0,27.2,9.0,0
82.9,2.27,51.0,55.7,28.2,13.6,0
62.5,2.96,24.7,51.6,26.8,20.8,0
106.8,2.79,100.0,61.1,25.4,15.1,0
67.2,2.5,59.0,79.3,25.6,9.8,0
80.6,4.37,35.8,63.1,31.1,3.4,0
58.6,0.21,80.5,57.4,28.3,17.2,0
28.2,1.07,90.7,56.8,20.9,11.8,0
27.1,3.15,38.9,83.3,31.2,17.5,0
22.0,1.95,37.3,42.4,27.8,10.6,0
28.3,4.44,86.9,47.1,24.9,18.5,0
108.6,5.86,28.3,49.4,24.5,22.8,0
73.6,2.51,60.3,56.3,20.5,23.5,0
41.2,0.0,44.7,73.2,28.3,11.9,0
63.9,1.18,69.5,56.4,27.4,4.6,0
63.2,0.0,64.4,43.0,30.7,12.4,0
114.9,3.43,54.5,76.2,28.1,11.2,0
38.1,1.08,57.1,71.9,16.3,11.3,0
56.1,2.26,31.0,85.4,29.9,12.4,0
81.1,2.07,50.9,100.0,29.5,19.0,0
28.0,4.19,49.6,58.2,27.6,8.7,0
121.4,2.58,38.0,81.1,19.8,18.0,0
78.4,2.09,37.8,52.0,30.4,15.0,0
21.8,1.12,34.1,70.0,26.4,16.3,0
148.8,3.41,68.5,42.0,23.1,15.3,0
106.1,0.85,51.7,66.2,24.4,16.1,0
71.7,0.62,29.6,83.2,28.9,24.3,0
8.0,1.61,67.3,98.1,15.4,12.7,0
32.3,5.63,72.6,66.6,31.9,13.3,0
53.4,2.35,43.9,49.7,27.7,12.5,0
56.4,2.42,36.3,83.8,27.0,20.6,0
50.3,2.98,77.1,78.3,23.6,16.8,0
16.6,2.85,86.0,69.7,37.2,5.7,0
39.6,2.17,73.9,58.1,21.9,14.1,0
42.7,1.05,48.7,51.8,33.5,17.1,0
6.3,1.84,35.3,67.4,26.5,8.5,0
71.3,2.19,10.0,72.1,36.9,23.2,0
130.4,0.38,74.2,62.2,23.1,16.5,0
45.0,2.18,20.1,69.8,19.0,20.5,0
72.2,2.79,32.7,66.6,20.6,15.7,0
22.2,1.7,41.0,90.5,20.2,9.3,0
61.3,4.36,61.6,77.7,23.9,12.2,0
62.1,2.91,0.0,93.9,25.8,10.2,0
98.4,1.36,51.7,52.3,22.3,5.3,0
111.3,1.88,84.4,75.0,30.7,20.2,0
71.6,4.34,37.1,65.1,25.1,24.9,0
28.8,1.58,64.3,71.7,29.3,22.4,0
27.9,1.3,40.5,58.4,25.3,14.5,0
110.5,1.23,55.6,51.3,22.6,15.7,0
18.1,2.61,47.1,49.8,23.5,18.5,0
32.1,2.83,29.8,81.7,16.3,24.0,0
68.0,3.52,59.9,58.1,35.5,17.5,0
127.7,1.41,54.8,70.1,25.4,5.9,0
134.5,4.78,51.1,36.8,23.6,14.0,0
4.3,3.27,80.1,56.3,19.5,7.2,0
59.9,1.88,48.3,69.2,24.7,22.4,0
47.3,3.74,57.3,57.5,15.9,13.9,0
24.9,5.36,35.7,55.6,28.4,13.8,0
3.9,3.23,63.9,75.8,20.4,8.7,0
47.1,5.14,26.1,61.9,32.8,13.0,0
17.8,0.99,52.3,68.7,31.8,18.8,0
66.2,0.0,40.8,63.7,20.5,11.2,0
50.3,3.3,58.5,76.8,28.4,15.4,0
8.1,4.2,34.2,45.2,33.6,13.0,0
41.3,0.51,59.3,81.9,34.9,11.7,0
13.2,4.36,50.2,74.2,30.8,13.6,0
57.9,1.84,76.8,72.3,28.2,12.2,0
76.4,3.41,14.9,74.5,23.5,16.0,0
35.6,2.9,31.2,50.3,28.8,10.2,0
106.9,3.2,38.5,69.2,19.2,18.2,0
58.7,3.35,55.2,71.1,32.2,7.6,0
49.3,2.37,58.3,55.3,36.6,9.5,0
49.9,1.85,61.4,75.5,22.7,14.6,0
41.3,3.02,54.2,65.5,20.8,15.0,0
40.1,2.09,48.9,84.6,24.2,16.5,0
17.3,1.46,39.5,75.4,29.8,18.3,0
122.6,2.98,65.2,75.2,26.0,16.7,0
40.9,1.6,34.6,57.5,29.5,11.6,0
134.5,2.21,57.9,87.8,25.2,9.8,0
75.4,1.7,53.5,67.2,33.9,14.8,0
43.9,4.84,18.7,62.7,29.2,14.6,0
53.3,2.66,58.1,78.4,21.1,19.4,0
76.4,0.12,100.0,57.4,16.3,18.0,0
91.9,4.37,90.4,88.0,31.4,15.8,1
48.7,0.0,72.4,100.0,27.3,9.1,0
86.6,5.71,62.3,43.6,29.6,15.9,0
74.5,2.56,27.5,92.4,31.4,13.2,0
76.8,1.56,58.3,68.1,24.1,17.8,0
86.7,1.95,92.3,51.1,29.7,13.2,0
30.9,0.11,39.2,46.8,25.1,9.6,0
113.7,2.34,19.0,30.0,25.5,10.6,0
62.6,1.83,68.0,49.3,35.3,12.1,0
91.7,2.41,34.8,69.4,25.3,8.0,0
48.6,3.85,29.1,53.1,18.9,6.7,0
57.4,2.96,57.1,50.4,19.5,20.5,0
30.8,0.77,67.7,53.1,30.3,14.7,0
20.2,1.01,53.0,61.4,25.8,11.1,0
42.6,2.88,67.6,57.8,24.5,15.7,0
78.7,3.24,76.8,54.9,26.5,5.1,0
31.5,2.39,59.7,81.0,24.8,9.5,0
11.6,3.33,62.1,83.3,29.4,7.5,0
101.6,2.71,44.2,23.7,22.5,9.0,0
18.0,2.76,88.0,64.5,29.1,15.1,0
61.3,3.76,60.8,65.1,28.4,13.4,0
145.1,5.38,60.0,36.7,26.8,13.5,0
284.1,2.95,44.2,59.5,22.2,9.7,0
44.2,7.12,36.3,60.5,30.7,12.1,0
102.6,2.72,34.8,73.7,31.6,18.2,0
61.9,2.69,42.6,56.0,16.6,12.0,0
22.9,5.43,51.3,47.6,26.9,17.2,0
41.5,2.25,57.3,87.5,20.4,15.8,0
33.7,0.0,14.9,60.2,24.5,11.7,0
100.0,0.86,76.8,58.6,25.4,12.3,0
141.4,3.86,47.2,41.3,27.6,10.9,0
36.9,3.23,81.3,59.3,25.4,8.6,0
12.0,1.11,61.0,70.4,23.7,12.1,0
55.9,0.0,57.1,62.7,27.3,15.1,0
24.2,1.93,73.7,49.0,19.0,14.3,0
19.8,4.3,80.2,59.7,24.2,20.4,0
28.9,2.33,50.3,60.3,24.6,17.6,0
27.2,1.97,79.8,63.4,21.3,13.5,0
66.0,0.85,52.7,87.1,16.6,15.5,0
76.7,2.01,48.4,76.7,26.3,14.9,0
60.8,3.3,46.4,82.3,21.1,8.0,0
24.1,2.21,24.7,32.3,19.6,13.4,0
24.7,2.25,0.0,60.9,33.1,16.5,0
46.9,4.18,37.9,70.2,21.9,18.1,0
38.5,1.33,57.8,57.3,21.9,15.0,0
50.5,3.2,61.4,54.4,30.9,16.7,0
64.5,2.26,14.6,71.1,20.8,14.7,0
46.5,4.96,61.7,60.4,22.9,17.6,0
72.7,3.8,28.7,62.8,19.5,11.9,0
57.4,4.51,69.3,74.1,28.4,5.4,0
75.0,3.42,60.9,100.0,23.9,17.7,0
18.8,1.76,26.5,62.7,25.4,19.7,0
10.3,4.62,39.6,75.6,24.6,19.7,0
23.4,3.04,22.8,79.1,17.7,10.0,0
95.5,2.84,65.2,83.0,22.2,16.2,0
57.7,1.31,49.7,57.4,27.3,3.8,0
31.1,3.61,43.0,73.0,27.5,15.9,0
27.5,1.86,40.7,70.2,18.5,20.8,0
78.1,1.71,80.1,59.2,26.3,18.5,0
58.7,2.95,52.0,61.5,31.5,6.2,0
16.2,1.57,65.1,66.6,26.1,10.9,0
16.0,1.36,50.8,50.7,25.3,19.1,0
73.3,1.09,44.6,67.3,24.0,8.4,0
30.2,4.04,95.0,67.1,32.2,22.0,0
12.6,4.65,25.5,51.1,23.5,18.8,0
12.4,5.37,31.9,60.0,31.5,23.0,0
66.1,3.9,53.7,77.1,28.2,19.4,0
31.4,0.0,20.6,47.9,29.2,16.9,0
82.2,2.98,17.4,81.9,22.4,16.6,0
51.6,2.13,45.9,80.8,22.6,23.6,0
35.8,6.08,30.7,68.6,26.6,7.3,0
49.4,3.09,71.1,75.5,32.3,11.9,0
154.1,1.25,62.9,68.6,14.6,15.6,0
22.2,1.41,59.7,50.4,20.7,16.1,0
105.6,0.0,54.8,55.0,21.5,11.1,0
74.0,2.4,11.5,62.2,32.9,16.7,0
32.6,0.14,43.7,77.4,23.8,22.6,0
73.9,0.0,72.1,50.2,28.8,13.1,0
56.1,1.1,38.5,84.3,24.1,12.2,0
45.9,0.96,90.4,44.8,24.5,18.8,0
38.3,2.61,66.3,67.7,23.0,22.3,0
92.0,3.08,68.1,77.3,22.7,3.6,0
50.6,2.51,54.6,63.0,21.5,9.1,0
23.7,2.33,68.9,70.8,26.7,10.7,0
48.1,3.09,40.7,31.2,19.8,13.0,0
13.1,4.23,79.1,69.5,30.8,19.3,0
30.3,1.01,23.5,50.8,31.8,21.1,0
72.3,2.99,25.2,37.0,25.3,2.5,0
21.2,2.54,45.7,54.0,19.1,20.5,0
190.5,3.11,26.2,93.9,24.0,14.1,0
5.9,2.21,25.4,76.6,23.4,12.1,0
37.6,1.17,55.6,81.0,20.0,12.6,0
77.2,2.29,37.6,80.4,26.9,19.2,0
13.7,1.41,58.4,56.2,19.9,17.3,0
78.2,1.02,90.0,74.4,33.0,21.4,0
74.6,4.28,34.5,85.5,28.6,3.4,0
39.8,2.73,76.0,65.4,16.8,8.2,0
24.3,0.0,47.0,44.5,31.1,18.5,0
50.2,0.0,55.6,59.3,30.1,9.7,0
72.4,2.27,77.3,64.4,26.4,18.2,0
25.9,1.55,92.8,81.7,25.8,11.1,0
45.5,2.54,57.6,36.8,27.0,18.3,0
14.3,2.86,66.4,65.7,23.8,20.6,0
85.7,2.48,61.3,61.0,28.1,11.3,0
138.2,1.33,81.2,70.8,18.6,17.0,0
34.6,3.96,59.4,65.4,14.6,22.9,0
28.5,0.75,61.7,70.9,29.2,8.2,0
97.8,4.33,35.1,64.1,26.0,17.0,0
96.6,3.37,53.4,54.7,23.8,19.5,0
79.7,1.51,40.5,58.3,30.5,13.1,0
18.1,3.16,30.8,66.1,20.5,23.2,0
2.6,1.97,46.1,47.6,27.9,6.3,0
44.1,4.55,32.4,75.7,27.2,10.0,0
66.2,1.55,14.1,71.1,20.7,4.3,0
34.8,3.71,36.8,51.4,33.9,15.9,0
95.3,0.6,61.3,68.7,22.1,15.1,0
29.5,3.01,40.2,68.5,23.1,15.1,0
10.6,2.95,38.4,68.1,31.8,14.7,0
34.7,3.45,44.1,34.4,25.4,14.2,0
62.2,3.24,26.9,87.1,19.5,17.7,0
20.9,2.04,30.2,90.9,30.1,14.0,0
57.8,0.0,44.9,50.2,24.6,31.7,0
43.9,0.49,55.7,55.9,21.4,9.7,0
136.2,0.0,10.5,82.8,14.2,11.5,0
87.7,2.1,37.2,88.2,25.7,17.6,0
202.5,4.2,21.0,55.1,30.1,12.6,0
17.1,1.39,47.7,72.8,20.3,16.8,0
108.5,1.91,79.0,68.6,26.2,27.9,0
7.1,1.61,36.5,54.6,25.1,16.2,0
92.6,2.87,38.8,84.4,15.7,9.7,0
10.0,2.76,62.3,54.1,23.5,17.9,0
77.4,1.87,71.8,63.9,30.5,16.3,0
58.4,1.04,44.4,42.6,26.0,19.6,0
63.0,3.44,73.4,57.2,27.5,7.0,0
6.0,4.14,16.2,72.5,26.0,10.6,0
73.7,3.7,84.2,90.4,18.8,10.9,0
10.5,0.78,61.8,67.6,15.5,19.7,0
136.5,0.0,24.8,74.4,20.1,11.7,0
28.1,2.14,21.7,74.5,21.2,20.6,0
36.8,4.56,37.4,73.4,26.8,13.3,0
107.4,0.0,55.3,58.0,17.0,14.2,0
51.4,1.88,79.9,56.6,17.8,20.7,0
52.0,4.91,44.6,15.9,26.5,0.5,0
68.4,3.97,53.5,67.5,24.4,20.7,0
22.1,2.85,75.4,63.9,19.3,17.7,0
27.8,0.71,40.6,73.9,33.2,10.3,0
53.2,4.74,60.7,83.8,20.6,16.9,0
142.9,2.22,61.7,60.4,27.7,18.6,0
82.1,0.0,36.0,79.0,26.2,15.6,0
85.8,4.67,77.7,55.4,25.5,18.1,1
114.0,0.94,38.2,56.8,23.5,16.6,0
95.6,7.27,56.5,43.0,33.3,15.4,0
79.5,2.23,52.9,64.1,20.4,16.1,0
43.5,3.14,25.3,78.0,27.0,15.3,0
20.6,2.64,20.9,62.3,28.9,13.6,0
23.2,2.1,100.0,74.6,13.3,25.7,0
101.9,3.69,58.9,67.4,28.6,0.4,0
72.4,2.8,82.7,61.3,15.6,15.4,0
2.2,2.59,66.4,77.4,27.3,16.7,0
50.4,0.96,55.3,52.4,22.3,20.0,0
4.9,2.28,57.6,70.9,18.7,13.8,0
43.3,0.74,80.4,65.9,22.0,16.4,0
97.3,3.11,51.0,78.8,37.5,17.7,0
72.3,3.01,43.3,62.4,24.4,16.3,0
37.3,2.76,68.0,54.4,21.2,12.3,0
56.1,4.36,23.7,71.7,25.0,10.8,0
28.2,3.7,59.6,78.5,19.5,7.3,0
15.7,5.63,71.8,85.8,21.8,13.6,0
26.6,3.98,25.9,64.5,27.7,17.2,0
90.8,2.73,73.8,71.1,26.1,20.8,0
110.1,2.05,16.8,91.5,27.6,18.0,0
94.1,0.38,27.0,72.0,29.2,9.5,0
86.9,4.56,56.2,88.5,20.9,15.9,0
19.1,3.36,98.4,87.0,19.3,15.6,0
40.1,1.82,21.3,87.8,28.3,11.4,0
43.3,2.96,51.6,60.9,21.5,13.1,0
33.2,2.7,34.5,54.6,29.2,16.6,0
20.8,2.36,60.8,72.3,28.5,15.1,0
58.2,3.89,62.8,40.4,22.2,21.2,0
56.6,0.18,28.6,73.9,25.0,14.4,0
39.1,3.78,57.5,44.1,23.9,11.1,0
127.5,4.48,66.8,69.4,19.7,11.9,0
34.6,0.83,88.3,60.7,29.0,8.9,0
45.5,0.0,45.1,59.9,27.7,10.8,0
13.4,3.2,90.9,52.3,28.3,18.0,0
80.2,3.95,38.1,67.1,29.9,12.0,0
107.6,1.18,64.2,92.0,26.3,6.9,0
11.7,0.4,30.4,67.4,31.2,18.4,0
68.6,0.0,61.1,88.3,25.0,11.6,0
37.4,4.12,0.7,68.5,30.6,18.9,0
83.4,2.34,55.6,51.6,29.7,18.3,0
59.4,4.46,89.3,65.6,26.5,11.8,0
59.5,0.0,42.2,46.7,26.5,12.5,0
56.5,2.62,71.8,82.9,27.6,17.4,0
149.0,4.17,36.3,67.9,23.0,20.3,0
15.8,1.09,85.1,65.1,23.8,8.4,0
5.0,3.61,29.8,77.1,32.0,21.1,0
80.9,0.92,51.5,56.5,25.1,19.1,0
19.2,1.08,39.9,77.3,28.2,15.0,0
84.8,2.61,68.7,66.9,22.8,20.6,0
78.4,1.59,39.2,68.8,29.8,19.8,0
26.1,4.55,44.8,72.4,26.0,11.6,0
232.0,2.51,0.0,68.6,32.8,12.7,0
121.4,4.61,54.2,63.5,19.4,8.3,0
46.7,3.51,55.0,64.1,34.8,16.2,0
57.4,1.13,42.1,71.9,27.3,10.4,0
103.7,2.83,7.4,65.2,16.9,9.0,0
17.0,1.25,38.2,51.0,22.8,17.7,0
68.9,4.23,59.6,64.6,27.9,20.2,0
46.0,4.69,16.4,49.2,17.0,16.0,0
124.1,0.0,0.0,98.0,27.9,8.3,0
8.8,3.35,68.8,86.0,26.8,8.1,0
60.3,4.32,49.8,92.3,27.0,14.9,0
16.9,3.84,80.8,59.5,27.1,18.7,0
69.6,2.35,43.8,69.6,15.3,20.1,0
51.6,6.62,39.2,57.7,26.1,15.0,0
55.9,2.85,9.8,89.4,19.4,11.9,0
88.1,0.28,96.4,59.1,24.9,19.7,0
74.5,3.54,50.8,67.6,20.3,16.9,0
28.7,4.14,37.6,69.7,24.3,8.7,0
6.2,3.39,33.9,87.7,26.4,22.1,0
10.0,2.81,96.3,77.6,18.2,15.0,0
29.7,0.41,53.3,65.2,29.7,16.4,0
56.7,0.02,71.6,90.7,29.4,18.1,0
48.0,1.05,58.3,68.0,22.7,17.6,0
58.1,0.0,77.4,83.4,23.9,10.7,0
106.2,4.79,49.1,48.7,30.5,3.4,0
31.1,2.61,51.3,93.3,25.6,15.6,0
84.2,2.0,46.1,65.3,16.6,18.8,0
55.2,0.34,74.9,74.4,26.4,19.9,0
113.3,0.57,61.9,55.0,29.0,16.5,0
59.7,2.53,85.5,49.2,34.6,12.2,0
138.9,2.07,46.9,68.0,18.7,8.4,0
79.1,2.7,31.0,72.9,23.8,13.8,0
98.2,0.51,63.7,50.2,21.6,10.4,0
30.0,3.07,56.0,66.2,28.6,16.8,0
111.7,4.42,37.6,33.2,33.9,17.5,0
140.4,2.07,26.0,53.9,29.4,7.8,0
72.9,3.68,57.7,59.0,23.0,22.0,0
40.4,2.24,5.7,35.6,27.3,7.6,0
100.3,1.92,44.1,73.4,25.2,11.7,0
83.6,3.14,70.4,97.3,31.3,16.9,0
167.8,1.8,50.4,79.7,28.7,23.5,0
71.2,1.56,26.4,50.6,25.3,15.4,0
46.3,4.12,48.0,64.9,23.3,25.2,0
54.6,0.0,44.0,67.4,24.6,13.4,0
25.3,2.64,100.0,67.9,29.4,10.1,0
39.5,0.91,94.1,66.0,21.1,20.4,0
8.1,5.21,59.9,62.2,25.1,19.2,0
44.9,3.86,60.5,56.4,31.0,17.0,0
101.8,4.42,30.4,75.3,14.3,10.2,0
179.1,2.8,28.5,86.5,22.6,29.0,0
37.8,3.45,49.0,56.5,23.5,15.3,0
76.8,2.82,54.4,47.4,31.0,12.8,0
46.3,1.66,58.0,81.6,29.2,16.2,0
37.2,5.16,31.8,65.7,20.3,17.0,0
20.1,3.56,61.5,43.7,20.9,19.3,0
131.7,1.26,21.4,56.2,25.2,16.6,0
11.6,0.15,41.6,88.5,20.8,16.8,0
67.8,0.97,58.3,63.9,33.6,7.5,0
14.6,2.58,6.7,77.2,23.2,9.9,0
31.9,1.52,32.1,40.7,29.9,15.6,0
127.1,3.9,48.6,53.5,21.0,20.5,0
19.4,2.92,47.9,85.3,21.7,13.7,0
63.3,2.13,27.3,63.8,28.9,15.2,0
112.0,2.5,26.2,77.4,31.6,15.2,0
66.3,2.32,56.2,80.2,15.9,13.7,0
68.5,2.15,19.2,64.5,32.9,12.5,0
65.6,3.08,38.3,67.3,22.5,10.4,0
96.8,1.73,57.2,55.6,32.1,9.3,0
109.8,0.75,44.8,34.0,15.2,24.0,0
60.4,3.62,45.9,83.8,21.9,9.2,0
53.4,1.31,65.3,91.9,19.7,17.2,0
13.8,4.36,30.8,55.3,24.6,15.3,0
25.9,2.25,34.8,93.5,25.8,14.8,0
64.6,1.83,50.6,77.6,26.4,19.6,0
8.8,1.1,35.9,33.9,30.4,14.2,0
23.7,2.04,45.3,45.9,25.9,15.2,0
38.3,3.02,33.2,25.2,22.1,11.2,0
17.4,1.32,39.3,75.3,31.6,1.7,0
24.3,3.6,63.8,57.8,28.3,22.8,0
68.4,0.84,36.2,61.3,28.1,16.2,0
45.7,3.87,64.1,59.0,23.7,23.3,0
81.6,2.67,67.2,65.5,27.9,11.8,0
36.8,1.82,28.3,74.2,24.9,13.6,0
45.2,3.08,66.1,82.7,21.7,15.8,0
59.4,4.9,18.8,55.3,25.2,11.1,0
25.6,4.23,3.7,48.7,20.8,13.5,0
71.3,3.05,73.0,72.3,25.5,20.2,0
20.3,3.9,52.3,61.6,30.4,27.1,0
28.1,1.86,45.4,67.4,22.2,19.1,0
32.6,1.56,56.3,79.6,21.8,12.0,0
29.7,3.57,27.3,55.9,32.9,14.0,0
52.0,2.86,45.6,32.5,23.9,18.5,0
29.8,2.06,68.4,60.4,21.9,18.7,0
42.6,3.71,87.9,100.0,21.5,11.6,0
105.2,2.57,51.3,64.1,15.3,10.6,0
111.4,4.43,73.7,54.2,36.2,21.1,1
0.6,0.0,36.2,62.5,27.2,11.0,0
68.3,1.74,71.3,76.4,21.1,15.6,0
6.6,3.89,48.5,51.6,29.2,21.0,0
71.7,4.98,50.6,100.0,25.8,20.0,0
93.9,4.49,46.4,51.6,24.5,18.0,0
33.9,1.55,26.6,53.6,27.1,12.0,0
113.4,4.4,30.1,93.5,30.2,16.7,0
26.3,0.0,55.3,74.0,23.3,17.9,0
101.5,1.12,30.9,94.7,35.0,14.7,0
92.2,2.11,60.7,90.0,20.8,14.9,0
13.0,3.18,23.2,77.2,26.6,14.3,0
36.3,1.03,28.4,40.6,27.6,17.7,0
10.7,2.29,57.0,57.5,23.9,8.8,0
17.9,4.54,63.8,49.4,33.1,18.7,0
115.9,0.74,80.8,58.7,32.1,16.6,0
71.4,0.62,41.6,51.4,32.4,13.7,0
29.5,1.31,67.9,53.3,24.9,17.5,0
7.1,6.08,42.5,86.2,26.4,10.8,0
10.1,3.13,84.9,79.2,32.8,7.6,0
43.1,1.21,30.4,42.5,21.1,8.9,0
120.0,3.88,46.7,72.0,29.4,19.1,0
85.0,0.0,32.3,40.8,33.2,19.9,0
44.5,2.3,64.6,68.8,19.6,10.3,0
44.5,2.7,63.3,50.9,14.4,13.2,0
60.0,4.17,81.4,59.3,21.0,22.0,0
106.2,0.34,79.4,47.6,21.2,8.4,0
21.5,4.43,46.9,75.8,23.2,11.9,0
59.2,4.04,29.7,55.4,27.3,25.4,0
17.0,4.5,85.5,61.7,23.4,16.0,0
55.9,0.7,64.7,50.5,26.7,13.1,0
44.0,5.1,55.5,58.6,17.6,7.2,0
11.2,0.0,38.3,69.5,38.3,11.2,0
60.1,0.62,34.2,57.8,27.1,22.8,0
32.7,2.77,54.9,36.5,26.4,16.4,0
36.2,1.93,62.2,76.1,23.5,17.1,0
23.6,0.49,72.0,75.1,16.8,17.1,0
54.9,6.05,77.7,58.4,22.4,15.3,0
52.1,0.0,54.5,77.1,19.8,18.6,0
82.1,0.0,43.0,59.2,16.7,23.9,0
65.0,2.99,90.1,47.7,22.7,12.3,0
23.9,2.42,50.5,71.7,23.5,20.3,0
85.1,0.31,18.2,83.6,21.2,20.7,0
99.8,5.77,37.1,70.3,26.5,16.0,0
26.8,2.66,24.2,77.8,27.8,19.6,0
38.3,1.65,49.8,59.3,27.4,18.9,0
32.0,2.5,94.3,63.6,25.6,11.3,0
50.5,0.14,68.0,85.0,20.9,22.8,0
24.9,4.13,67.9,78.7,17.7,20.2,0
81.0,2.89,58.3,79.4,22.8,25.1,0
20.3,2.13,86.2,58.5,30.7,23.9,0
35.7,2.5,70.5,63.0,22.4,5.0,0
63.3,1.17,67.4,69.4,25.2,13.6,0
50.5,4.2,46.1,48.5,21.5,12.0,0
52.4,1.52,12.9,39.2,23.9,12.3,0
18.3,1.67,11.0,78.1,25.3,13.9,0
44.3,2.8,32.7,45.1,23.4,10.7,0
96.8,0.0,96.0,62.7,16.6,14.2,0
78.1,3.33,31.0,77.7,17.0,16.2,0
38.9,2.46,71.4,57.7,29.2,15.0,0
49.8,3.3,57.8,57.4,18.9,18.9,0
